Address,area,latitude,longitude,Bedrooms,Bathrooms,Status,neworold,parking,Furnished_status,Lift,type_of_building,Price_sqft,Price_Lakhs
"15th floors Tower - E, Sector 77, Noida, Delhi NCR",1140.0,28.569317,77.39237,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5701.754385964912,65.0
"New Delhi, Vikaspuri, New Delhi - West, Delhi NCR",1800.0,28.63776588439941,77.07596588134766,3.0,3.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,8888.888888888889,160.0
"Sector 9 Rohini, New Delhi - Rohini, Delhi NCR",1200.0,28.714832305908203,77.12369537353516,3.0,3.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,12500.0,150.0
"Suraj Kund, Faridabad, Delhi NCR",2390.0,28.4818021,77.2200217,3.0,4.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,6903.765690376569,165.0
"4., Sector 62 Block B, Noida, Delhi NCR",2080.0,28.6210881,77.3646069,3.0,4.0,Ready to Move,Resale,1.0,Unknown,1.0,Flat,5288.461538461538,110.0
"R~2., South Extension 2, New Delhi - South, Delhi NCR",1700.0,28.5638895,77.2200465,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,14705.882352941177,250.0
"C-268, Kendriya Vihar, Gurgaon, Delhi NCR",1450.0,28.42294883728028,77.09515380859375,3.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Individual House,6482.758620689655,94.0
"Greater Noida West, Greater Noida, Delhi NCR",995.0,28.606945,77.455578568448,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,3618.0904522613055,36.0
"Najafgarh, New Delhi - West, Delhi NCR",1260.0,28.6078536,76.9923376,3.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,8888.88888888889,112.00000000000001
"Sector 27, Greater Noida, Delhi NCR",1198.0,28.391086,77.523058,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,4298.831385642738,51.5
"Palam Vihar, Gurgaon, Delhi NCR",3500.0,28.508031845092773,77.03360748291016,4.0,4.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Individual House,8857.142857142857,310.0
"D Block, Sushant Lok - 3, Golf course Extension Road, Gurgaon, Delhi NCR",4500.0,28.41576766967773,77.08521270751953,5.0,7.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,9111.111111111111,410.0
"Praveen, Sector 52, Gurgaon, Delhi NCR",2035.0,28.44359907502,77.0798618095476,3.0,5.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,7862.407862407862,160.0
"Sector 78, Gurgaon, Delhi NCR",1244.0,28.371015,76.944353,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4823.15112540193,60.0
"D Type Villa In Presedent Lane, Zeta 2, Greater Noida, Delhi NCR",1507.0,28.517742,77.529334,2.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,3715.992037159921,56.0
"Guru Angad Nagar East, New Delhi - East, Delhi NCR",1386.0,28.6413551,77.2838575,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,6060.606060606061,84.0
"B-9, 203, Eco village-II, Noida Extension, Greater Noida, Delhi NCR",851.0,28.532350540161133,77.40758514404297,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Individual House,3525.264394829612,30.0
"Sector 78, Noida, Delhi NCR",990.0,28.5606725,77.386597,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,4545.454545454545,45.0
"Rz 48., Sagarpur Main, New Delhi - West, Delhi NCR",504.0,28.6071164,77.0995805,3.0,3.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,14285.714285714286,72.0
"Sector 68, Gurgaon, Sector 68, Gurgaon, Delhi NCR",1478.0,28.386791,77.049466,2.0,2.0,Ready to Move,Resale,1.0,Unknown,4.0,Individual House,7239.512855209743,107.0
"Sector 46, Sector 46, Gurgaon, Delhi NCR",2000.0,28.435840606689453,77.05825805664062,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,8250.0,165.0
"Sector 79, Gurgaon, Delhi NCR",2366.0,28.3589451,76.971745,3.0,4.0,Unknown,Resale,1.0,Unfurnished,2.0,Individual House,6762.46830092984,160.0
"Hari Nagar, New Delhi - West, Delhi NCR",1500.0,28.6197013764725,77.111622131724,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,10000.0,150.0
"Sector 67A, Gurgaon, Delhi NCR",1727.0,28.38660049438477,77.06057739257812,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,8685.581933989577,150.0
"Jalvayu Vihar, Greater Noida, Delhi NCR",1480.0,28.446343,77.515305,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4054.054054054054,60.0
"1704A, Sector 10, Gurgaon, Delhi NCR",2700.0,28.4529796,77.0018531,5.0,5.0,Ready to Move,Resale,4.0,Unknown,2.0,Flat,12037.037037037036,325.0
"Pratap Vihar, Ghaziabad, Delhi NCR",1200.0,28.6499845,77.4065455,2.0,2.0,Ready to Move,Resale,2.0,Semi-Furnished,2.0,Individual House,4250.0,51.0
"Omicron 3, Greater Noida, Delhi NCR",1110.0,28.477342,77.5529344,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,3783.783783783784,42.0
"Near Ramlila ground, Kavi Nagar, Ghaziabad, Delhi NCR",1000.0,28.663185119628903,77.45219421386719,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,4300.0,43.0
"1102, Tower C, palm peach, Sector MU, Greater Noida, Delhi NCR",1701.0,28.47839,77.561036,3.0,2.0,Ready to Move,New Property,1.0,Unknown,2.0,Individual House,3821.2815990593767,65.0
"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1144.0,28.699069,77.4308221137806,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3146.853146853147,36.0
"Sector 70, Gurgaon, Sector 70, Gurgaon, Delhi NCR",2845.0,28.3930662,77.022442,4.0,6.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,6994.727592267135,199.0
"Sarswati Kunj II, Gurgaon, Delhi NCR",2450.0,28.435208771263,77.0902252334016,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,6326.530612244898,155.0
"Raj Nagar Extension, Ghaziabad, Delhi NCR",1185.0,28.7044826288014,77.4391330184167,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,2869.1983122362867,34.0
"169., Vasundhara Enclave, New Delhi - East, Delhi NCR",1350.0,28.5978067272073,77.314721,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,8888.888888888889,120.0
"Block 25, Patel Nagar West, New Delhi - West, Delhi NCR",1150.0,28.652429,77.1643181,3.0,2.0,Ready to Move,Resale,1.0,Unfurnished,0.0,Flat,8695.652173913044,100.0
"Raj Nagar Extension, Ghaziabad, Delhi NCR",1510.0,28.7068974705185,77.429488,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3112.582781456954,47.0
"Ivory 169 (First Floor), Emerald Hills, Sector 65, Gurugram, Sector 65, Gurgaon, Delhi NCR",2000.0,28.403162,77.0698444,4.0,3.0,Ready to Move,Resale,2.0,Unknown,1.0,Individual House,9250.0,185.0
"Sector 104, Gurgaon, Delhi NCR",569.0,28.480199813842773,76.99451446533203,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,6326.88927943761,36.0
"Sector 76, Noida, Sector 76, Noida, Delhi NCR",1015.0,28.5654147528131,77.383196,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4926.108374384236,50.0
"2B, Plot No. 01, Wave City Center, Amore Tower, Block CC-1, Sector-32, Noida, Uttar Pradesh , Sector 32, Noida, Delhi NCR",2287.0,28.57853,77.347635,3.0,4.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,8963.707914298207,205.0
"Nirvana Country, Gurgaon, Delhi NCR",2714.0,28.41527366638184,77.06572723388672,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,7369.196757553426,200.0
"Sector 68, Gurgaon, Sector 68, Gurgaon, Delhi NCR",3018.0,28.41315237,76.91504109,4.0,4.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4970.178926441352,150.0
"Sohna Road, Gurgaon, Sohna Road, Gurgaon, Delhi NCR",2430.0,28.422711,77.04556,4.0,4.0,Ready to Move,Resale,1.0,Unknown,3.0,Individual House,7407.407407407408,180.0
"1/6340., Rohtash Nagar, New Delhi - East, Delhi NCR",720.0,28.6792164,77.2856975,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,1.0,Flat,4583.333333333333,33.0
"Siddhartha Vihar, Ghaziabad, Delhi NCR",2200.0,28.6390982,77.412377,4.0,4.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,5000.0,110.0
"Flat No 403 Tower B1 Supertech Eco Village 1, Noida Extension, Greater Noida, Delhi NCR",890.0,28.604884,77.425914,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,3449.438202247191,30.7
"Khasra No. 687/1 & 2, Main G T Road, Near Peer Masjid, Ghaziabad -201007, G T Road, Ghaziabad, Delhi NCR",1849.0,28.6761797963942,77.3962820106621,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3839.9134667387775,71.0
"b-4, Paschim Vihar, New Delhi - West, Delhi NCR",1800.0,28.667724609375,77.09795379638672,3.0,3.0,Ready to Move,New Property,1.0,Furnished,2.0,Flat,11111.111111111111,200.0
"Noida Extension, Greater Noida, Delhi NCR",935.0,28.532350540161133,77.40758514404297,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,3.0,Individual House,3636.363636363637,34.0
"Sector 19 Dwarka, New Delhi - Dwarka, Delhi NCR",2300.0,28.5769715,77.0477254,3.0,3.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,8695.652173913044,200.0
"A-411., Sector 47 Block A, Noida, Delhi NCR",2500.0,28.55093574523925,77.37274169921875,4.0,5.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,7400.0,185.0
"Sector 51, Gurgaon, Delhi NCR",1150.0,28.4287815,77.0661409,2.0,2.0,Unknown,Resale,1.0,Semi-Furnished,2.0,Flat,6521.739130434783,75.0
"Sector 84, Faridabad, Delhi NCR",1400.0,28.4044795,77.3709325,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,3142.8571428571427,44.0
"Pari Chowk, Greater Noida, Pari Chowk, Greater Noida, Delhi NCR",4690.0,28.4655907,77.5114027,4.0,4.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,8102.345415778252,380.0
"Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",1600.0,28.72975730895996,77.08778381347656,4.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,10312.5,165.0
"Raj Nagar Extension, Ghaziabad, Delhi NCR",1125.0,28.7088622441334,77.4229052919498,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3200.0,36.0
"Greenfield Colony, Faridabad, Delhi NCR",950.0,28.4661095,77.3000508,2.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,3473.684210526316,33.0
"B4, Kadambari Rd, Pocket 4, Sector 14, Rohini, Delhi, Prashant Vihar, New Delhi - Rohini, Delhi NCR",1265.0,28.7145643289369,77.13131,3.0,2.0,Ready to Move,Resale,3.0,Unknown,0.0,Individual House,11857.707509881422,150.0
"Harmukh, Alpha 1, Pari Chowk, Greater Noida, Delhi NCR",1531.0,28.465591430664062,77.51140594482422,3.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,4245.591116917048,65.0
"C-1 1403., Chi 5, Greater Noida, Delhi NCR",1000.0,28.433791,77.505993,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3229.9999999999995,32.3
"Ardee City, Gurgaon, Delhi NCR",1575.0,28.4412025,77.0785644,4.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,8253.968253968254,130.0
"Sahibabad, Ghaziabad, Delhi NCR",950.0,28.667287,77.358185,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4210.526315789473,40.0
"Sector 8 Dwarka, Bagdola, New Delhi - Dwarka, Delhi NCR",1890.0,28.5719575,77.0733814,4.0,4.0,Ready to Move,Resale,3.0,Furnished,1.0,Individual House,7936.507936507936,150.0
"Sector 85, Gurgaon, Delhi NCR",2600.0,28.409389,76.951659,4.0,4.0,Unknown,Resale,1.0,Semi-Furnished,2.0,Flat,7538.461538461538,196.0
"Noida Extension, Greater Noida, Delhi NCR",850.0,28.604883193969727,77.42591094970703,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,4117.64705882353,35.0
"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",1638.0,28.69359,77.344376,3.0,4.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3418.803418803419,56.0
"Ansal Heights Sector 92 gurgaon, Sector 92, Gurgaon, Delhi NCR",1565.0,28.414843,76.919821,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,5111.821086261981,80.0
"Sector 92, Gurgaon, Delhi NCR",1565.0,28.414843,76.919821,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4472.843450479233,70.0
"Raj Nagar Extension, Ghaziabad, Delhi NCR",975.0,28.701595,77.427639,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3487.179487179488,34.0
"flat no A8 202 ebony greens krishan parkLal Kuan Ghaziabad Delhi NCR, Lal Kuan, Ghaziabad, Delhi NCR",1100.0,28.669166564941406,77.47647094726562,2.0,2.0,Ready to Move,Resale,2.0,Semi-Furnished,1.0,Flat,2727.2727272727275,30.0
"Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",1400.0,28.685969,77.3508975,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,3885.714285714286,54.4
"Sushant Lok 1 Block E, Gurgaon, Delhi NCR",2300.0,28.44899559020996,77.08625030517578,3.0,3.0,Ready to Move,Resale,2.0,Semi-Furnished,0.0,Flat,6956.521739130435,160.0
"Dda sector -8 rohini., Sector 8 Rohini, New Delhi - West, Delhi NCR",1755.0,28.70509910583496,77.12277221679688,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,8831.908831908831,155.0
"South Extension 2, New Delhi - South, Delhi NCR",1450.0,28.563888549804688,77.22004699707031,3.0,3.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,15517.241379310344,225.0
"Malka Ganj, New Delhi - North, Delhi NCR",670.0,28.6773738861084,77.2087173461914,6.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,8507.462686567163,57.0
"C Block, Inderpuri, New Delhi - West, Delhi NCR",2250.0,28.631237030029297,77.1473159790039,3.0,3.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,8888.888888888889,200.0
"Plot no 229 flat no 103   neeti khand 1 indirapuram gaziabad near hathi park., Neeti Khand 1, Ghaziabad, Delhi NCR",1300.0,28.64566421508789,77.36212158203125,3.0,2.0,Ready to Move,Resale,2.0,Furnished,2.0,Flat,4615.384615384615,60.0
"Sushant Lok, Gurgaon, Delhi NCR",2800.0,28.463455200195312,77.07653045654297,4.0,4.0,Ready to Move,New Property,1.0,Unfurnished,2.0,Flat,10714.285714285714,300.0
"New Delhi, Patparganj, New Delhi - East, Delhi NCR",1000.0,28.631011962890625,77.30213165283203,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,10000.0,100.0
"C293 salimar garden ext 2 Ghaziyabad, Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",880.0,28.68659400939941,77.34181213378906,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,3409.090909090909,30.0
"DLF City Phase 2, Gurgaon, Delhi NCR",2092.0,28.4886075,77.081907,3.0,3.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,8843.21223709369,185.0
"Pitampura, New Delhi - West, Delhi NCR",1440.0,28.6981218881211,77.1338501990923,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,11458.333333333334,165.0
"Sector 49, Gurgaon, Delhi NCR, Uppal Southend, Gurgaon, Delhi NCR",2940.0,28.412109,77.049522,4.0,4.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,6292.517006802721,185.0
"Manesar, Gurgaon, Delhi NCR",1845.0,28.490613,77.080014,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4791.327913279133,88.4
"House ( 2 floors, ground floor- 2 room set, 1st- one room with attached bathroom), Rajendra Park, Gurgaon, Delhi NCR",600.0,28.493837356567383,77.00718688964844,3.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Individual House,6333.333333333333,38.0
"Zeta 1, Greater Noida, Delhi NCR",1050.0,28.4987560599013,77.5196782318298,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3333.333333333333,35.0
"Ashoka Park Road, Friends Colony West, New Delhi - South, Delhi NCR",1800.0,28.56622314453125,77.26344299316406,5.0,5.0,Ready to Move,Resale,3.0,Furnished,2.0,Flat,8333.333333333334,150.0
"Sushant Lok 1, Gurgaon, Delhi NCR",2000.0,28.454191207885746,77.08380126953125,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,12500.0,250.0
"Vasundhara Enclave, New Delhi - East, Delhi NCR",1400.0,28.6009515080288,77.3116779335896,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,9285.714285714286,130.0
"Uppal Southend, Gurgaon, Delhi NCR",2100.0,28.4087443,77.0450224,4.0,4.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,7857.142857142857,165.0
"Sohna Road, Gurgaon, Delhi NCR",3387.0,28.4164648,77.0407359,5.0,5.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,9595.51225273103,325.0
"Sector 43, Gurgaon, Delhi NCR",1386.0,28.452356,77.077197840518,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,9379.50937950938,130.0
"Freedom Fighters Enclave, New Delhi - South, Delhi NCR",950.0,28.5102496,77.1989952,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,5263.1578947368425,50.0
"Ramprastha Greens, Ghaziabad, Delhi NCR",2370.0,28.6495115,77.3474545,4.0,7.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,5907.172995780591,140.0
"Shakti Khand 2, Ghaziabad, Delhi NCR",950.0,28.6467392,77.3709475,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,4105.263157894737,39.0
"Sector 118, Noida, Delhi NCR",1425.0,28.582315,77.4047195,3.0,3.0,Unknown,Resale,1.0,Unfurnished,2.0,Flat,4912.2807017543855,70.0
"Pari Chowk, Greater Noida, Delhi NCR",1659.0,28.4610379345846,77.5076273348648,3.0,3.0,Ready to Move,Resale,1.0,Unknown,3.0,Flat,3616.636528028933,60.0
"Sector 81, Gurugram, Haryana 122001, Sector 81A, Gurgaon, Delhi NCR",2100.0,28.389485,76.954056,3.0,3.0,Ready to Move,Resale,2.0,Unknown,2.0,Flat,7857.142857142857,165.0
"Sector 65, Gurgaon, Delhi NCR",3909.0,28.401126,77.064923,4.0,4.0,Ready to Move,Resale,2.0,Unknown,3.0,Flat,11256.075722691225,440.0
"Sector 57, Gurgaon, Delhi NCR",3644.0,28.417357,77.076141,4.0,5.0,Ready to Move,Resale,2.0,Unknown,2.0,Flat,7135.016465422613,260.0
"Brij Vihar, Ghaziabad, Delhi NCR",1400.0,28.6693269,77.336336,3.0,3.0,Ready to Move,Resale,1.0,Furnished,2.0,Individual House,5142.857142857143,72.0
"Yamuna Expy, Chi V, Greater Noida, Uttar Pradesh 201310, Yamuna Expressway, Greater Noida, Delhi NCR",1270.0,28.309616,77.55859,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3307.086614173229,42.0
"Sector 3, Gurgaon, Delhi NCR",2650.0,28.483822,77.01341,4.0,5.0,Ready to Move,Resale,2.0,Unknown,2.0,Flat,6792.452830188679,180.0
"Noida Extension, Greater Noida, Delhi NCR",865.0,28.604884,77.425914,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,3699.421965317919,32.0
"New Industrial Township 1, Faridabad, Delhi NCR",2500.0,28.3849784,77.3020899,3.0,4.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,7200.0,180.0
"Sector 49, Gurgaon, Delhi NCR",2016.0,28.415887,77.0426512777468,4.0,3.0,Ready to Move,New Property,1.0,Unknown,2.0,Flat,8234.126984126984,166.0
"on Sohna Road near ISKCON Mandir, Sector 67, Gurgaon, Delhi NCR",800.0,28.386594772338867,77.06057739257812,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,4125.0,33.0
"H. No 374 First Floor, Sector 5 Vasundhara, Ghaziabad, Delhi NCR",550.0,28.6609235,77.3788965,2.0,2.0,Ready to Move,Resale,1.0,Unknown,0.0,Flat,5636.363636363636,31.0
"Sector 47, Gurgaon, Delhi NCR",2100.0,28.4280718581843,77.0390953428056,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,7857.142857142857,165.0
"Sector 37C, Gurgaon, Delhi NCR",1875.0,28.449908,76.9876925,3.0,3.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Individual House,4266.666666666667,80.0
"Pocket A, GTB Enclave, New Delhi - East, Delhi NCR",1440.0,28.684926986694336,77.3084945678711,4.0,3.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,6250.0,90.0
"Sector 67, Gurgaon, Sector 67, Gurgaon, Delhi NCR",4528.0,28.391644,77.06486457,5.0,5.0,Ready to Move,Resale,2.0,Unknown,6.0,Flat,8613.074204946997,390.0
"Vaishali, Ghaziabad, Sector 9 Vaishali, Ghaziabad, Delhi NCR",1515.0,28.6540901665717,77.346863302125,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,5610.561056105611,85.0
"Faridabad, Sector 21C, Faridabad, Delhi NCR",3300.0,28.430349349975582,77.29561614990234,4.0,4.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Individual House,4545.454545454545,150.0
"Sector 3, Faridabad, Delhi NCR",6140.0,28.3520025,77.3363019,10.0,7.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,4885.99348534202,300.0
"Sector MU, Greater Noida, Delhi NCR",1500.0,28.47839,77.561036,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,4133.333333333333,62.0
"Sector 99, Gurgaon, Delhi NCR",1865.0,28.4626168,76.9626188,3.0,3.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,5898.123324396783,110.0
"Sector-Pi, Greater Noida, Delhi NCR",6000.0,28.47373390197754,77.54132080078125,7.0,7.0,Ready to Move,Resale,6.0,Furnished,2.0,Individual House,6666.666666666667,400.0
"Sector 66, Gurgaon, Delhi NCR",1920.0,28.400043,77.054707,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,7812.5,150.0
"Sushant Lok 1, Gurgaon, Delhi NCR",4000.0,28.454191,77.0837996,5.0,5.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,6500.0,260.0
"RZ124A, II Floor, Gali No 4, Vaishali Colony, New Delhi - West, Delhi NCR",1300.0,28.606672,77.082469,3.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Individual House,7307.692307692308,95.0
"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",900.0,28.69004821777344,77.34053802490234,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Individual House,4000.0,36.0
"Sector 78, Noida, Delhi NCR",3020.0,28.5627524499332,77.3824170842337,3.0,4.0,Ready to Move,Resale,2.0,Unknown,3.0,Flat,7781.456953642384,235.0
"Dilshad Colony, New Delhi - East, Delhi NCR",900.0,28.6838196,77.3291436,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,4222.222222222223,38.0
"Bharat Nagar - Ashok Vihar, New Delhi - North, Delhi NCR",4050.0,28.6815042,77.1790073,5.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,8641.975308641975,350.0
"E block Mansarover Garden, Mansarover Garden, New Delhi - West, Delhi NCR",1980.0,28.643165588378903,77.13326263427734,3.0,4.0,Unknown,Resale,2.0,Semi-Furnished,1.0,Flat,13383.838383838383,265.0
"Block 19, Patel Nagar West, New Delhi - West, Delhi NCR",2000.0,28.652429,77.1643181,4.0,3.0,Ready to Move,Resale,2.0,Semi-Furnished,0.0,Flat,8500.0,170.0
"IMT Manesar, Gurgaon, Delhi NCR",1956.0,28.3779167,76.9155836,3.0,3.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,5112.474437627812,100.0
"cedar crest, Sector 50, Gurgaon, Delhi NCR",2800.0,28.41899,77.060423,4.0,4.0,Ready to Move,Resale,4.0,Unknown,1.0,Flat,10357.142857142857,290.0
"Sector 32, Sector 32, Noida, Delhi NCR",3200.0,28.57853,77.347635,4.0,4.0,Ready to Move,Resale,2.0,Unknown,3.0,Individual House,9375.0,300.0
"Pratap Vihar, Ghaziabad, Delhi NCR",800.0,28.6499845,77.4065455,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,3500.0,28.0
"Tech Zone, Greater Noida, Tech Zone, Greater Noida, Delhi NCR",985.0,28.400922,77.51969,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,3756.345177664976,37.0
"J5 block rajouri garden., Rajouri Garden Extension, New Delhi - West, Delhi NCR",1500.0,28.642231,77.1166825,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,0.0,Flat,9000.0,135.0
"Ahinsa Khand 2, Ghaziabad, Delhi NCR",1550.0,28.6428477,77.3826371,3.0,2.0,Unknown,Resale,1.0,Semi-Furnished,2.0,Individual House,4516.129032258064,70.0
"Pratap Vihar, Ghaziabad, Delhi NCR",2000.0,28.6499845,77.4065455,4.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,4700.0,94.0
"Rajapur, Pocket 18, Sector 9, Rohini, Delhi, Sector 9 Rohini, New Delhi - Rohini, Delhi NCR",1000.0,28.713805,77.1294635,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,14500.0,145.0
"Dwarka Expy, Surat Nagar Phase 1, Sector 104, Gurugram, Haryana, Sector 104, Gurgaon, Delhi NCR",1647.0,28.48438996,77.00030461,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5889.49605343048,97.0
"Sector 86, Faridabad, Delhi NCR",1248.0,28.4106760640537,77.3460253040035,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3389.423076923077,42.3
"Sector 28 Dwarka, New Delhi - Dwarka, Delhi NCR",1740.0,28.559880617929,77.0178195863077,3.0,3.0,Ready to Move,Resale,2.0,Unknown,2.0,Flat,10057.471264367816,175.0
"e-1001 park view city 1 Sohna Road Sec 48, Sector 48, Gurgaon, Delhi NCR",2336.0,28.4067289,77.04248,4.0,4.0,Ready to Move,Resale,2.0,Unknown,2.0,Flat,8005.13698630137,187.0
